UserID,Gender,Age,Occupation,Zip-Code
1938,Female,25-34,2,91351
1939,Female,35-44,2,94930
1940,Male,25-34,12,95158
1941,Male,35-44,17,94550
1942,Male,35-44,5,04901
1943,Male,18-24,4,91501
1944,Female,18-24,4,93107
1945,Male,25-34,20,92866
1946,Male,25-34,14,94110
1947,Male,25-34,7,94041
1948,Male,<18,10,93111
1949,Male,18-24,17,92595
1950,Male,25-34,12,49024
1951,Female,18-24,4,90630
1952,Male,35-44,1,91030
1953,Female,25-34,2,94566
1954,Male,25-34,16,91402
1955,Male,<18,19,03109
1956,Male,35-44,0,44280
1957,Female,18-24,4,23185
1958,Female,25-34,1,17055
1959,Female,50-55,13,53092
1960,Male,45-49,7,55555
1961,Female,50-55,3,91911
1962,Female,18-24,1,60914
1963,Female,50-55,9,91941
1964,Female,25-34,6,89523
1965,Male,56+,17,48304
1966,Male,25-34,20,93637
1967,Male,50-55,7,92116
1968,Male,25-34,11,85258
1969,Female,25-34,3,92116
1970,Male,50-55,13,89052
1971,Female,25-34,14,80230
1972,Male,45-49,17,92111
1973,Male,25-34,1,22903
1974,Male,35-44,17,12159
1975,Male,18-24,4,97361
1976,Male,35-44,5,58703
1977,Male,56+,6,02726
1978,Male,<18,10,43357
1979,Male,56+,17,49506
1980,Male,35-44,7,06460
1981,Male,56+,1,80303
1982,Male,<18,10,80540
1983,Male,25-34,14,92109
1984,Male,18-24,10,92130
1985,Male,45-49,12,92122
1986,Male,50-55,13,91977
1987,Male,25-34,17,62629
1988,Female,25-34,1,85224
1989,Male,50-55,6,02090
1990,Male,25-34,7,85257
1991,Male,25-34,20,48309
1992,Male,18-24,4,85259
1993,Male,35-44,17,99508
1994,Male,35-44,2,89012
1995,Male,25-34,1,85364
1996,Male,35-44,0,85621
1997,Male,25-34,0,84108
1998,Female,50-55,9,24018
1999,Female,35-44,3,02113
2000,Male,18-24,4,44685
2001,Male,50-55,1,48197
2002,Female,56+,13,02136-1522
2003,Male,<18,10,80014
2004,Male,45-49,19,53572
2005,Male,18-24,4,58601
2006,Male,35-44,0,66048
2007,Male,50-55,16,80442
2008,Male,25-34,3,48220
2009,Female,35-44,7,60625
2010,Male,18-24,4,81520
2011,Female,35-44,3,01545
2012,Male,25-34,4,49456
2013,Male,45-49,0,60543
2014,Male,18-24,4,53233
2015,Male,18-24,4,01003
2016,Female,56+,2,20783
2017,Male,25-34,17,35808
2018,Male,35-44,16,46214
2019,Male,50-55,1,27705
2020,Male,25-34,7,45011
2021,Male,25-34,0,61364
2022,Male,25-34,7,60137
2023,Male,18-24,4,56001
2024,Male,<18,19,06614
2025,Male,56+,13,03440
2026,Male,50-55,16,49277
2027,Female,25-34,9,48021
2028,Male,45-49,6,44131
2029,Female,25-34,12,10011
2030,Male,25-34,4,77345
2031,Male,35-44,20,60640
2032,Male,50-55,14,44614
2033,Female,45-49,20,91436
2034,Female,45-49,2,01851
2035,Female,18-24,0,45212
2036,Female,25-34,14,90046
2037,Male,56+,14,02468
2038,Female,45-49,1,33301
2039,Male,50-55,16,60060
2040,Female,25-34,7,02494
2041,Female,25-34,20,24015
2042,Male,<18,10,79358
2043,Male,25-34,14,37931
2044,Female,45-49,0,49408
2045,Female,<18,0,24179
2046,Male,35-44,1,91711
2047,Male,<18,10,06437
2048,Male,50-55,6,49456
2049,Female,50-55,0,13210
2050,Female,35-44,3,99504
2051,Male,35-44,7,93906
2052,Male,<18,10,46033
2053,Male,45-49,11,06416
2054,Male,25-34,12,03110
2055,Male,50-55,11,49008
2056,Male,25-34,4,56301
2057,Male,35-44,1,49417
2058,Female,56+,1,06437
2059,Male,35-44,0,44130
2060,Male,<18,1,48304
2061,Male,56+,1,44107
2062,Male,18-24,4,44646
2063,Male,25-34,4,43138
2064,Male,35-44,1,01020
2065,Male,25-34,6,46807
2066,Female,25-34,6,53202
2067,Male,50-55,16,06430
2068,Female,35-44,12,43528
2069,Male,56+,15,79068
2070,Female,35-44,6,13210
2071,Male,45-49,7,01605
2072,Female,50-55,12,21133
2073,Female,18-24,4,13148
2074,Male,18-24,4,48197
2075,Female,25-34,4,13210
2076,Male,18-24,4,13165
2077,Male,18-24,0,55112
2078,Male,18-24,4,13323
2079,Male,<18,10,45241
2080,Male,25-34,11,37931
2081,Male,18-24,17,49445
2082,Male,<18,19,48323
2083,Male,18-24,4,64920
2084,Male,18-24,4,23186
2085,Male,18-24,0,06360
2086,Male,35-44,14,48328
2087,Male,25-34,0,37923-3112
2088,Male,50-55,7,60618
2089,Male,35-44,17,17601
2090,Male,35-44,17,48313
2091,Female,35-44,20,48044
2092,Male,56+,1,49006
2093,Male,18-24,0,48322
2094,Male,35-44,2,60061
2095,Male,56+,13,58504
2096,Female,25-34,17,33990
2097,Male,18-24,5,48504
2098,Male,35-44,20,48067
2099,Female,18-24,0,48823
2100,Female,25-34,0,24017
2101,Male,25-34,16,48309
2102,Male,25-34,11,48825
2103,Male,35-44,12,03062
2104,Male,45-49,15,60035
2105,Male,25-34,1,24060
2106,Female,18-24,20,495321
2107,Male,25-34,1,24060
2108,Male,<18,10,60462
2109,Male,25-34,16,13090
2110,Male,50-55,11,46802
2111,Male,56+,13,32806
2112,Female,45-49,12,23116
2113,Male,25-34,6,04456
2114,Male,18-24,18,21740
2115,Male,35-44,17,01519
2116,Male,18-24,4,49546
2117,Male,56+,13,49307
2118,Male,25-34,14,02148
2119,Male,35-44,4,10036
2120,Male,<18,0,02780
2121,Male,56+,13,02356
2122,Male,35-44,12,61614
2123,Female,35-44,0,13064
2124,Male,25-34,0,12306
2125,Male,35-44,3,46033
2126,Male,56+,14,02632
2127,Male,18-24,4,12309
2128,Female,45-49,1,46737
2129,Male,25-34,5,04103
2130,Male,45-49,0,03060
2131,Male,25-34,0,01701
2132,Male,56+,14,02632
2133,Female,<18,10,01607
2134,Male,18-24,10,02780
2135,Male,50-55,1,01778
2136,Male,35-44,18,13027
2137,Female,<18,10,00681
2138,Female,18-24,4,88119
2139,Female,50-55,3,33615
2140,Male,45-49,14,46804
2141,Female,50-55,16,48706
2142,Female,45-49,14,46804
2143,Male,18-24,4,32607
2144,Male,18-24,0,46517
2145,Male,18-24,10,32750
2146,Male,18-24,2,96002
2147,Female,18-24,0,60641
2148,Female,18-24,0,81301
2149,Male,25-34,0,60089
2150,Female,18-24,4,22904
2151,Male,56+,13,33316
2152,Male,18-24,4,22807
2153,Male,18-24,16,97405
2154,Male,25-34,12,68508
2155,Female,<18,10,50246
2156,Male,18-24,19,55912
2157,Female,18-24,3,45244
2158,Male,25-34,12,60618
2159,Female,50-55,14,60618
2160,Female,18-24,19,46556
2161,Female,35-44,2,95521
2162,Female,<18,10,35810
2163,Male,18-24,0,87122
2164,Male,35-44,0,95826
2165,Male,25-34,7,32836
2166,Male,<18,10,99203
2167,Female,25-34,6,95833
2168,Male,<18,10,60202
2169,Male,<18,0,95451
2170,Female,50-55,16,99114
2171,Male,35-44,0,48103
2172,Male,18-24,20,60641
2173,Male,50-55,13,87502
2174,Male,50-55,12,87505
2175,Male,25-34,4,99217
2176,Male,<18,19,73505
2177,Female,35-44,20,95451
2178,Male,45-49,14,85251
2179,Female,25-34,0,28304
2180,Male,25-34,12,27713-9225
2181,Male,25-34,0,45245
2182,Female,25-34,4,60443
2183,Female,56+,1,11795
2184,Male,18-24,4,45403
2185,Male,45-49,17,27502
2186,Male,18-24,5,41018
2187,Male,45-49,16,60126
2188,Female,18-24,19,60641
2189,Male,<18,10,60148
2190,Female,25-34,15,27603
2191,Male,18-24,4,45231
2192,Female,25-34,0,27713
2193,Male,<18,10,41011
2194,Male,25-34,17,45233
2195,Male,<18,10,60148
2196,Male,25-34,12,45140
2197,Female,25-34,1,27515
2198,Female,35-44,9,46815
2199,Male,<18,10,60613
2200,Male,35-44,1,60016
2201,Male,56+,20,46804
2202,Female,<18,10,11743
2203,Male,45-49,12,53718
2204,Male,56+,3,94941
2205,Female,25-34,7,10016
2206,Male,45-49,7,11201
2207,Male,18-24,4,07508
2208,Male,25-34,0,10006
2209,Male,35-44,7,10011
2210,Male,45-49,17,88005-4313
2211,Male,45-49,6,01950
2212,Male,18-24,4,80521
2213,Female,25-34,0,60622
2214,Female,25-34,1,46807
2215,Female,25-34,0,93940
2216,Female,25-34,20,60612
2217,Male,<18,10,44906
2218,Male,35-44,17,64153
2219,Male,25-34,6,60060
2220,Female,50-55,3,95451-9554
2221,Male,56+,17,94931
2222,Female,45-49,1,13088
2223,Male,25-34,2,60123
2224,Male,25-34,12,60025
2225,Male,25-34,5,96815
2226,Female,25-34,7,27514
2227,Male,50-55,14,60016
2228,Male,25-34,12,60025
2229,Male,45-49,0,61821
2230,Female,45-49,1,60302
2231,Male,50-55,11,85726
2232,Male,25-34,14,60061
2233,Female,35-44,3,60187
2234,Male,56+,1,85718
2235,Male,<18,10,46324
2236,Male,<18,10,96782
2237,Female,35-44,6,14905
2238,Female,25-34,4,32607
2239,Male,18-24,10,60148
2240,Male,45-49,12,64117
2241,Male,45-49,5,60647
2242,Male,18-24,4,60115
2243,Male,45-49,2,86701
2244,Male,<18,10,60565
2245,Male,<18,10,60007
2246,Male,25-34,0,60622
2247,Male,45-49,2,60613
2248,Female,35-44,12,46755
2249,Male,25-34,5,60466
2250,Male,18-24,19,60010
2251,Male,35-44,14,60626
2252,Female,18-24,1,01562
2253,Female,50-55,0,46815
2254,Male,35-44,5,33317
2255,Female,35-44,6,44303
2256,Female,45-49,15,59840
2257,Female,18-24,4,59715
2258,Female,18-24,4,10033
2259,Female,56+,16,70503
2260,Female,25-34,20,46835
2261,Male,25-34,5,33025
2262,Male,45-49,17,48116
2263,Male,25-34,6,70508
2264,Female,45-49,7,37877
2265,Male,56+,13,60506
2266,Female,50-55,2,48118
2267,Female,56+,13,37774
2268,Female,35-44,1,46774
2269,Female,45-49,0,11217
2270,Male,18-24,1,14620
2271,Male,50-55,14,13210
2272,Male,25-34,0,71731
2273,Male,25-34,6,23235
2274,Male,18-24,2,31401
2275,Male,56+,7,39211
2276,Male,56+,13,44143
2277,Female,45-49,9,13035
2278,Male,50-55,17,01536
2279,Male,50-55,7,08816
2280,Male,56+,6,74105
2281,Male,45-49,11,48104
2282,Male,50-55,2,32117
2283,Male,35-44,18,44708
2284,Male,25-34,20,90024
2285,Female,<18,10,13090
2286,Male,35-44,17,82604
2287,Male,56+,0,06082
2288,Male,<18,10,13066
2289,Female,50-55,1,52002
2290,Male,25-34,0,61021
2291,Male,45-49,1,13214
2292,Male,50-55,15,13039
2293,Female,56+,3,48130
2294,Male,56+,13,48108
2295,Male,45-49,11,72316
2296,Female,25-34,6,22923
2297,Male,56+,13,52003
2298,Male,35-44,17,77584
2299,Female,18-24,10,13090
2300,Male,56+,13,49423
2301,Female,25-34,12,02478
2302,Male,50-55,12,48104
2303,Male,50-55,17,08055
2304,Male,45-49,12,94103
2305,Male,50-55,20,48104
2306,Female,18-24,4,02138
2307,Male,25-34,17,02140
2308,Female,45-49,16,48103
2309,Female,45-49,0,08901
2310,Male,45-49,12,48130
2311,Female,25-34,4,22902
2312,Male,45-49,0,13131
2313,Female,50-55,6,48103-4711
2314,Female,25-34,1,13210
2315,Male,56+,7,48114
2316,Male,35-44,0,13207
2317,Female,45-49,9,57108
2318,Male,56+,7,48114
2319,Male,35-44,7,48104
2320,Female,50-55,1,06043
2321,Male,25-34,7,30115
2322,Female,56+,13,48105
2323,Male,35-44,3,13088
2324,Male,35-44,17,50321
2325,Female,18-24,4,27708
2326,Male,18-24,4,01040
2327,Male,18-24,10,48169
2328,Male,56+,7,13212
2329,Female,56+,15,97367
2330,Male,45-49,7,48103
2331,Male,56+,1,48104
2332,Male,56+,14,01545
2333,Male,50-55,6,13035
2334,Female,56+,7,01562
2335,Male,50-55,17,48197
2336,Male,35-44,18,13146
2337,Male,35-44,17,49424
2338,Male,45-49,17,13152
2339,Female,56+,3,52003
2340,Male,35-44,2,48104
2341,Male,56+,1,13210
2342,Male,35-44,3,48107
2343,Female,45-49,1,01604
2344,Male,25-34,12,02139
2345,Male,35-44,16,98031
2346,Female,<18,10,48105
2347,Male,35-44,1,48116
2348,Male,50-55,12,06082
2349,Male,25-34,8,50309
2350,Male,18-24,4,44312
2351,Female,25-34,0,11106
2352,Male,50-55,13,41076
2353,Female,35-44,9,61270
2354,Male,35-44,11,94306
2355,Female,45-49,9,13203
2356,Female,50-55,16,13207
2357,Female,35-44,14,13316
2358,Female,56+,6,06074
2359,Male,56+,13,13685
2360,Male,50-55,6,13210
2361,Male,56+,7,49423
2362,Male,25-34,14,94110
2363,Male,50-55,14,95823
2364,Female,56+,9,13078
2365,Male,50-55,7,13203
2366,Female,45-49,16,01532
2367,Female,25-34,9,49424
2368,Female,56+,13,13057
2369,Male,35-44,14,06040
2370,Male,50-55,1,13215
2371,Female,35-44,7,06082
2372,Female,45-49,7,01602
2373,Male,45-49,7,94109
2374,Male,25-34,14,94404
2375,Female,50-55,7,13027
2376,Male,25-34,1,13210
2377,Male,35-44,0,06108
2378,Male,25-34,3,75150
2379,Male,18-24,18,13045
2380,Male,25-34,4,22903
2381,Female,35-44,9,13066
2382,Male,50-55,13,59715
2383,Female,25-34,14,95125
2384,Male,35-44,17,62034
2385,Female,45-49,2,01545
2386,Female,25-34,0,06040
2387,Male,25-34,17,32224
2388,Male,56+,5,06082
2389,Male,25-34,16,37922
2390,Female,25-34,6,33076
2391,Male,50-55,18,13126
2392,Female,56+,3,06040
2393,Male,56+,13,13123
2394,Male,35-44,6,37923
2395,Male,35-44,7,08021
2396,Female,18-24,0,22102
2397,Female,35-44,11,43201
2398,Male,25-34,0,98122
2399,Male,35-44,17,11355
2400,Female,25-34,16,95687
2401,Male,25-34,4,22901
2402,Male,45-49,17,32024
2403,Male,18-24,4,37743
2404,Male,18-24,7,64055
2405,Male,50-55,8,78065
2406,Female,56+,12,01520
2407,Male,35-44,16,11358
2408,Female,45-49,1,01609
2409,Female,35-44,9,06074
2410,Male,56+,7,06071
2411,Female,35-44,14,01536
2412,Male,56+,13,01501
2413,Female,56+,7,06118
2414,Male,25-34,1,49503
2415,Male,25-34,7,22407
2416,Male,45-49,7,01531
2417,Male,45-49,1,53045
2418,Female,<18,10,06074
2419,Male,25-34,0,06096
2420,Male,50-55,7,37938
2421,Male,35-44,7,44306
2422,Female,50-55,9,02865
2423,Female,45-49,9,01520
2424,Male,25-34,17,95035
2425,Female,35-44,14,45243
2426,Male,56+,0,01606
2427,Female,25-34,14,94010
2428,Male,45-49,17,45255
2429,Male,25-34,2,22903
2430,Male,25-34,4,22902
2431,Female,25-34,4,22903
2432,Male,25-34,4,22903
2433,Male,25-34,4,22903
2434,Male,25-34,4,22901
2435,Male,25-34,4,22903
2436,Male,25-34,7,22902
2437,Male,25-34,4,22923
2438,Male,35-44,1,22903
2439,Male,45-49,17,48105
2440,Male,50-55,17,01430
2441,Female,45-49,6,42406
2442,Male,35-44,17,36830
2443,Female,35-44,0,49464
2444,Female,45-49,4,42420
2445,Male,25-34,0,48104
2446,Male,18-24,7,10038
2447,Male,25-34,14,03051
2448,Male,35-44,6,37932
2449,Male,56+,13,37922
2450,Male,45-49,16,01612
2451,Male,45-49,12,37853
2452,Male,45-49,7,01545
2453,Male,25-34,7,55429
2454,Male,18-24,0,97005
2455,Male,35-44,7,48197
2456,Male,25-34,5,48103
2457,Male,25-34,0,60656
2458,Male,25-34,7,85040
2459,Male,50-55,7,44313
2460,Female,50-55,1,36067
2461,Male,18-24,4,98117
2462,Male,35-44,1,44303
2463,Male,25-34,7,33916
2464,Female,18-24,4,44106
2465,Male,50-55,6,44333
2466,Male,25-34,15,94303
2467,Male,<18,10,44224
2468,Male,50-55,1,44240
2469,Male,25-34,4,90048
2470,Male,35-44,18,52001
2471,Male,50-55,13,98683
2472,Male,25-34,18,37922
2473,Male,25-34,12,98105
2474,Male,25-34,12,83815
2475,Female,25-34,18,98115
2476,Male,50-55,12,78703
2477,Male,45-49,0,42420
2478,Male,50-55,1,37922
2479,Female,25-34,1,23454
2480,Female,18-24,20,94410
2481,Male,35-44,14,03054
2482,Female,50-55,3,37772
2483,Male,56+,13,90503
2484,Male,45-49,5,31901
2485,Male,35-44,14,95746
2486,Male,18-24,12,98105
2487,Male,45-49,7,55438
2488,Female,45-49,2,31804
2489,Female,35-44,9,37843
2490,Male,25-34,12,94703
2491,Male,35-44,7,22904
2492,Female,45-49,2,37924
2493,Male,45-49,2,90631
2494,Male,18-24,4,52003
2495,Female,18-24,4,56401
2496,Male,50-55,1,37932
2497,Female,50-55,14,37922
2498,Male,56+,18,70817
2499,Male,50-55,0,36109
2500,Male,56+,1,29672
2501,Male,25-34,15,37923
2502,Male,56+,13,49423
2503,Male,35-44,17,19360
2504,Male,25-34,7,98115
2505,Male,25-34,7,55405
2506,Female,25-34,14,98225
2507,Male,25-34,4,94107
2508,Female,35-44,3,77429
2509,Male,25-34,5,36109
2510,Male,25-34,7,37930
2511,Male,25-34,7,15209
2512,Female,45-49,14,36109
2513,Male,56+,1,37922
2514,Male,56+,14,37922
2515,Male,45-49,12,37914
2516,Female,45-49,6,37909
2517,Female,35-44,9,53806
2518,Male,25-34,7,11793
2519,Female,45-49,2,14850
2520,Female,56+,2,95448
2521,Male,35-44,17,49424
2522,Male,18-24,11,60614
2523,Male,25-34,17,49423
2524,Female,56+,9,38558
2525,Female,35-44,1,37922
2526,Male,56+,13,37923
2527,Male,35-44,15,36109
2528,Male,56+,0,37922
2529,Female,35-44,9,95903
2530,Male,18-24,0,42420
2531,Female,45-49,7,52003
2532,Female,56+,13,37917
2533,Female,25-34,3,49423
2534,Female,50-55,6,37922
2535,Female,56+,2,03431
2536,Male,56+,13,37830
2537,Male,35-44,11,37620
2538,Male,56+,13,37923
2539,Male,35-44,7,32444
2540,Female,45-49,6,42420
2541,Female,35-44,5,49424
2542,Female,45-49,13,37922
2543,Female,35-44,0,42420
2544,Male,45-49,1,52001
2545,Male,56+,13,37830
2546,Female,56+,13,37931
2547,Female,35-44,0,37920
2548,Female,35-44,6,37919
2549,Male,56+,13,37938
2550,Male,50-55,7,37931
2551,Male,25-34,12,98133
2552,Female,25-34,9,29369
2553,Male,25-34,7,29369
2554,Male,25-34,1,97405
2555,Male,56+,7,10522
2556,Male,25-34,4,02430
2557,Female,18-24,19,02452
2558,Male,56+,17,53061
2559,Male,18-24,10,53207
2560,Female,45-49,6,84318
2561,Male,25-34,15,06460
2562,Male,18-24,0,98021
2563,Male,45-49,13,53132
2564,Female,35-44,20,43230
2565,Male,35-44,5,34786
2566,Male,35-44,17,94022
2567,Male,25-34,0,06451
2568,Male,25-34,17,31311
2569,Male,45-49,0,45248
2570,Female,56+,14,95005
2571,Male,35-44,17,20151
2572,Male,35-44,14,75005
2573,Male,45-49,16,94536
2574,Male,50-55,6,06511
2575,Male,35-44,7,76248
2576,Male,18-24,17,97030
2577,Male,25-34,7,77099
2578,Male,50-55,7,94107
2579,Male,35-44,15,91411
2580,Female,45-49,1,12538
2581,Male,25-34,11,60611
2582,Female,25-34,1,97201
2583,Male,35-44,7,19610
2584,Female,56+,1,94563
2585,Male,45-49,15,64081-8102
2586,Male,25-34,20,46802
2587,Male,35-44,7,55124
2588,Female,56+,13,78737
2589,Male,25-34,0,19004
2590,Male,18-24,4,94044
2591,Male,18-24,1,50310
2592,Male,50-55,7,80004-4448
2593,Male,56+,16,95816
2594,Male,35-44,7,31047
2595,Male,18-24,4,15213
2596,Male,50-55,7,48152
2597,Female,50-55,0,95616
2598,Male,25-34,17,20866
2599,Male,25-34,12,53154
2600,Male,25-34,14,19312
2601,Male,35-44,16,27613
2602,Male,45-49,12,92104
2603,Male,25-34,17,19126
2604,Male,25-34,0,45459
2605,Male,35-44,7,75013
2606,Male,50-55,7,34285
2607,Female,56+,0,48178
2608,Female,25-34,1,10025
2609,Female,50-55,12,55391
2610,Male,45-49,7,48322
2611,Male,25-34,3,07719
2612,Female,45-49,3,94560
2613,Male,35-44,1,92120
2614,Male,25-34,7,15205
2615,Male,25-34,7,21029
2616,Male,35-44,7,02657
2617,Female,45-49,15,60081
2618,Female,18-24,4,53538
2619,Male,35-44,12,95677
2620,Male,18-24,4,47306
2621,Male,18-24,0,46304
2622,Female,35-44,6,27516
2623,Male,56+,1,30345
2624,Female,35-44,0,44313
2625,Male,35-44,7,61910
2626,Male,56+,1,04056
2627,Male,25-34,1,06877
2628,Female,25-34,2,11217
2629,Male,25-34,11,15237
2630,Female,18-24,5,78704
2631,Female,50-55,1,14850
2632,Male,56+,0,43528
2633,Female,35-44,9,07728
2634,Male,56+,1,15701
2635,Male,35-44,0,06403
2636,Male,18-24,12,78750
2637,Female,35-44,20,44303
2638,Male,25-34,14,06405
2639,Female,25-34,6,80236
2640,Male,35-44,12,78230
2641,Male,25-34,6,19428
2642,Male,25-34,0,33073
2643,Male,45-49,17,99005
2644,Male,18-24,15,45215
2645,Male,25-34,7,60657
2646,Male,45-49,17,18049
2647,Female,35-44,11,15116
2648,Male,25-34,17,27707
2649,Male,25-34,16,80126
2650,Male,45-49,7,75080
2651,Male,56+,14,11779
2652,Male,35-44,20,84010
2653,Male,25-34,7,94109
2654,Female,35-44,9,48336
2655,Male,35-44,7,66224
2656,Male,56+,13,32837
2657,Female,<18,10,47403
2658,Male,25-34,7,60115
2659,Male,35-44,14,01060
2660,Male,56+,17,28704
2661,Male,56+,13,19312
2662,Male,25-34,17,02021
2663,Female,25-34,4,02215
2664,Male,35-44,7,52402
2665,Male,35-44,11,98443
2666,Male,45-49,16,63128
2667,Female,35-44,6,08043
2668,Female,25-34,4,94110
2669,Male,45-49,0,24541
2670,Male,35-44,6,94598
2671,Female,35-44,12,54220
2672,Male,35-44,7,04096
2673,Male,35-44,7,77040
2674,Male,25-34,4,94110
2675,Male,35-44,18,98664
2676,Male,56+,20,78731
2677,Female,35-44,7,66204
2678,Male,25-34,6,49707
2679,Female,18-24,4,02143
2680,Male,25-34,12,01864
2681,Female,25-34,4,48823
2682,Male,18-24,4,43210
2683,Male,35-44,7,60188
2684,Female,18-24,0,19143
2685,Male,45-49,7,02116
2686,Male,25-34,0,85283
2687,Male,<18,10,08805
2688,Male,25-34,17,54915
2689,Male,25-34,12,27511
2690,Male,25-34,7,24210
2691,Male,18-24,4,06459
2692,Female,18-24,4,14620
2693,Male,56+,13,72949
2694,Male,18-24,4,90024
2695,Male,35-44,11,46033
2696,Male,25-34,7,24210
2697,Female,50-55,17,87031
2698,Female,25-34,2,10028
2699,Female,56+,13,74128
2700,Male,25-34,7,30117
2701,Male,45-49,1,60115
2702,Male,45-49,6,65201
2703,Male,35-44,11,52803
2704,Male,56+,13,72764
2705,Male,25-34,1,27713
2706,Female,25-34,1,27713
2707,Male,56+,13,24060
2708,Male,25-34,7,44115
2709,Female,25-34,0,60660
2710,Male,35-44,17,94303
2711,Female,25-34,4,01075
2712,Female,18-24,19,33953
2713,Male,25-34,7,96811
2714,Male,18-24,4,96815
2715,Female,50-55,4,96822
2716,Female,50-55,4,96825
2717,Male,25-34,4,96826
2718,Female,25-34,4,96817
2719,Male,25-34,12,98100
2720,Male,35-44,0,20795
2721,Male,45-49,14,19382
2722,Male,35-44,7,22043
2723,Female,25-34,9,28147
2724,Female,45-49,2,27514
2725,Male,35-44,7,30071
2726,Male,45-49,11,02155
2727,Male,25-34,11,60603
2728,Male,35-44,12,27614
2729,Male,50-55,7,17402
2730,Male,35-44,11,48640
2731,Male,35-44,7,11050
2732,Male,45-49,17,92805
2733,Male,45-49,17,94002
2734,Female,18-24,4,02912
2735,Male,25-34,7,22903
2736,Male,45-49,12,80303
2737,Male,25-34,3,50311
2738,Female,50-55,2,22181
2739,Female,35-44,7,92316
2740,Male,45-49,17,22181
2741,Male,25-34,14,60614
2742,Male,25-34,17,36092
2743,Male,25-34,14,72601
2744,Male,18-24,17,53818
2745,Female,35-44,1,30345
2746,Male,50-55,14,50265-2850
2747,Female,18-24,4,90025
2748,Male,25-34,4,85719
2749,Male,25-34,12,10025
2750,Female,25-34,15,91360
2751,Female,25-34,16,28120
2752,Male,25-34,15,77006
2753,Female,50-55,20,27516
2754,Male,50-55,12,60148
2755,Male,35-44,7,29631
2756,Male,18-24,4,97331
2757,Male,25-34,2,10023
2758,Male,56+,8,12436
2759,Male,25-34,7,36102
2760,Male,56+,0,01886
2761,Male,35-44,6,80917
2762,Male,50-55,16,63131
2763,Female,18-24,4,48104
2764,Male,25-34,7,91403
2765,Male,50-55,7,02420
2766,Male,45-49,7,55016
2767,Male,25-34,0,99163
2768,Male,25-34,17,90210
2769,Male,25-34,7,20170
2770,Male,35-44,1,14260
2771,Male,18-24,1,92037
2772,Male,35-44,17,10025
2773,Male,35-44,2,78766
2774,Male,25-34,1,92103
2775,Female,18-24,4,90038
2776,Male,25-34,14,22205
2777,Male,18-24,4,95326
2778,Male,56+,13,94025
2779,Male,35-44,7,10040
2780,Male,25-34,17,94133
2781,Male,35-44,4,45205
2782,Female,18-24,4,48858
2783,Male,45-49,17,78750
2784,Male,50-55,20,20007
2785,Male,56+,13,29928
2786,Male,25-34,4,60201
2787,Male,25-34,4,60614
2788,Male,56+,1,90049
2789,Male,18-24,4,90025
2790,Male,25-34,20,85013
2791,Male,56+,7,10023
2792,Male,18-24,4,02452
2793,Male,35-44,7,70116
2794,Male,25-34,2,20036
2795,Male,50-55,13,33710
2796,Male,25-34,14,92104
2797,Female,25-34,7,94043
2798,Male,35-44,20,10038
2799,Male,18-24,0,55404
2800,Female,18-24,4,73070
2801,Female,25-34,3,12866
2802,Male,35-44,20,10036
2803,Male,25-34,7,94022
2804,Female,35-44,0,46234
2805,Male,56+,19,06040
2806,Male,<18,10,15208
2807,Female,35-44,11,22043
2808,Male,56+,16,60610
2809,Male,25-34,7,10016
2810,Female,<18,10,64093
2811,Male,25-34,19,94122
2812,Male,25-34,17,60607
2813,Male,25-34,20,55406
2814,Male,35-44,7,02127
2815,Male,35-44,17,60477
2816,Male,25-34,7,60015
2817,Male,35-44,12,53130
2818,Male,25-34,12,55106
2819,Male,45-49,14,44122
2820,Female,35-44,0,02138
2821,Male,18-24,20,10036
2822,Male,50-55,7,10003
2823,Male,25-34,4,02452
2824,Male,18-24,4,02111
2825,Female,25-34,20,94014
2826,Male,35-44,12,10011
2827,Male,25-34,17,94063
2828,Male,18-24,4,02454
2829,Male,45-49,20,10013
2830,Male,35-44,7,94506
2831,Male,25-34,0,32225
2832,Male,25-34,17,20036
2833,Male,25-34,15,85003
2834,Male,35-44,1,33304
2835,Male,35-44,20,60622
2836,Male,25-34,12,07974
2837,Male,18-24,0,49506
2838,Male,18-24,1,95864
2839,Male,25-34,17,10003
2840,Male,25-34,0,60660
2841,Male,50-55,12,98056
2842,Male,35-44,17,30145
2843,Female,25-34,4,78705
2844,Male,25-34,20,87103
2845,Male,25-34,4,74074
2846,Female,18-24,4,91604
2847,Male,18-24,4,10027
2848,Male,25-34,0,47401
2849,Male,45-49,11,94114
2850,Male,18-24,20,94608
2851,Female,25-34,7,94107
2852,Male,25-34,12,98037
2853,Male,<18,1,444555
2854,Female,18-24,4,64151
2855,Male,25-34,4,94102
2856,Male,35-44,11,22030
2857,Male,25-34,0,10469
2858,Female,<18,10,72601
2859,Male,18-24,1,95814
2860,Male,35-44,17,20009
2861,Male,25-34,15,06510
2862,Male,45-49,7,55066
2863,Female,25-34,2,27705
2864,Female,35-44,3,11725
2865,Female,25-34,6,21014
2866,Male,25-34,7,53717
2867,Male,45-49,17,15204
2868,Male,35-44,12,94025
2869,Male,50-55,17,07650
2870,Male,50-55,18,95472
2871,Female,25-34,14,98110
2872,Male,25-34,20,94014
2873,Female,18-24,4,64093
2874,Female,35-44,20,20036
2875,Male,25-34,2,10013
2876,Male,25-34,17,02149
